No,Product Name,Price,Currency,SKU,Brand,Description,URL,Image
295,"مجموعة أدوات الحديقة 10 قطع",74.75,SAR,"4100011","","مجموعة أدوات وتجهيزات الحديقة من تاج الزراعية، شديدة التحمل من الفولاذ المقاوم للصدأ من سكودلس 10 قطع، مع مقبض مطاطي مانع للانزلاق | مستلزمات الحدائق، شركة تاج الزراعية","https://tajagri.sa/products/مجموعة-أدوات-الحديقة-9-قطع","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/bd8ee837-69cf-4316-a3b6-39a3f31338fe-thumbnail-1000x1000-70.jpg"
296,"مجموعة أدوات الحديقة للاطفال 8 قطع",46.00,SAR,"4100014","","تعتبر هواية الزراعة من الهوايات المميزة التي يجب عليك إثراء قيمتها لدى أطفالك، ومن خلال الحصول على ادوات اطفال للحديقة فيمكنك تعليم أطفالك هذه الهواية الممتعة والاستمتاع معهم في أوقات فراغهم","https://tajagri.sa/products/مجموعة-أدوات-الحديقة-للاطفال-7-قطع","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/68d45ae4-2ff8-4057-9bcb-6b7d11988d3d-thumbnail-1000x1000-70.jpg"
297,"مجموعة أدوات الحديقة 13 قطعة",85.10,SAR,"4100013","","مجموعة أدوات الحديقة من تاج الزراعية، شديدة التحمل من الفولاذ المقاوم للصدأ من سكودلس 13 قطع، مع مقبض مطاطي مانع للانزلاق | مستلزمات زراعية، شركة تاج الزراعية","https://tajagri.sa/products/مجموعة-أدوات-الحديقة-13-قطعة-1","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/df321ab6-edde-422a-8ab2-628953d6ae4d-thumbnail-1000x1000-70.jpg"
298,"رول قماش زراعي ابيض الطول 400 متر   العرض 3 متر",360.00,SAR,"4200142","","رول قماش زراعي, لفة من القماش الخاص بالزراعة. يُستخدم هذا النوع من القماش الزراعي للعديد من الأغراض في الزراعة والبستنة، ويمتاز بالمرونة والمتانة وطول 400 متر","https://tajagri.sa/products/رول-قماش-زراعي-ابيض-400-متر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/016ea0a5-de9d-48b6-af9f-c0c542d75645-thumbnail-1000x1000-70.webp"
299,"مرشة ايطالي 22 لتر",180.00,SAR,"4200027","","لها استخدامات واسعة سواء زراعية لرش المبيدات الحشرية أو استخدامات منزلية لرش الماء، تصلح لرش نباتات الزينة في المنزل | مرشات زراعية، شركة تاج الزراعية","https://tajagri.sa/products/مرشة-ايطالي-22-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/6b8b312a-f9c4-42be-8c85-f5aa253764f8-thumbnail-1000x1000-70.jpg"
300,"مرشة ايطالي 10 لتر",110.00,SAR,"4200024","","مرشة إيطالية سعة 10 لتر، مع فوهة الرش قابلة للتعديل للرش الناعم والمركز، بالاضافة الى رداد للمحافظة على ضغط الهواء بداخلها لفترات طويلة | مرشات، شركة تاج الزراعية","https://tajagri.sa/products/مرشة-ايطالي-10-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/a751e7cf-a172-4609-8e10-628ac44c7ae5-thumbnail-1000x1000-70.jpg"
301,"مرشة ايطالي 5 لتر",90.00,SAR,"4200028","","مرشة إيطالية سعة 5 لتر مرشة ايطالي 5لترصنع في ايطاليامنتج عملي مصنع من اجود انواع البلاستيك والمواد الصديقة للبيئة | مرشات زراعية، شركة تاج الزراعية","https://tajagri.sa/products/مرشة-ايطالي-5-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ce958dba-9b72-4729-b454-436077f1afa1-thumbnail-1000x1000-70.jpg"
302,"مرشة ايطالي 2 لتر",29.90,SAR,"4200025","","مرشة ايطالي 2 لتر عالية الجودة، مع فوهة الرش قابلة للتعديل للرش الناعم والمركز و رداد للمحافظة على ضغط الهواء بداخلها | مرشات زراعية، شركة تاج الزراعية","https://tajagri.sa/products/مرشة-ايطالي-2-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/8a289178-278a-4f46-a0e5-c8bb148230a2-thumbnail-1000x1000-70.jpg"
303,"سقايات طيور 14 لتر",18.00,SAR,"4200001","","تعتبر سقايات طيور من أهم الأدوات التي يجب توفيرها في حديقتك أو مزرعتك وخصوصًا إذا كنت تمتلك الكثير من الطيور، ويمكنك الآن شرائها بحجم ممتاز من خلال متجرنا تاج الزراعية، اغتنم الفرصة","https://tajagri.sa/products/سقايات-طيور-14-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/0c07a3a0-1f74-4d0e-a79e-6d03526baae1-thumbnail-1000x1000.png"
304,"كلاش مبيد الحشرات 1لتر",50.00,SAR,"3300017","","كلاش 25 اس سي مبيد حشري من تاج الزراعية، مبيد حشري غير جهازي يعمل بالملامسة وعن طريق المعدة له تاثير صاعق وذو اثر باقي طويل | مبيدات حشرية، شركة تاج الزراعية","https://tajagri.sa/products/كلاش-مبيد-الحشرات-1لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/3ff3abb0-da09-4a88-a5fe-f4f17be7b5e4-thumbnail-1000x1000-70.jpg"
305,"محطة طعوم لمكافحة الفئران والجرذان",30.00,SAR,"4100015","","محطة طعوم لمكافحة الفئران والجرذان مصنوعة من اجود انواع البلاستيك المقاوم للحرارة، يوضع بها الطعم القاتل للفئران ويغلق عليها بالمفتاح لسلامة الاطفال | مبيدات حشرية، شركة تاج الزراعية","https://tajagri.sa/products/محطة-طعوم-لمكافحة-الفئران-والجرذان","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/5c555cca-0ffe-47c3-b06b-a8c9eee6777d-thumbnail-1000x1000-70.jpg"
306,"ماكس فورس SC جل لمكافحة الصراصير 20 جرام",75.00,SAR,"3300003","","ماكس فورس إس سي جل هو منتج فعال وقوي يستخدم للتخلص من مشكلة الصراصير، يتم وضعه في المناطق التي تعتبر جاذبة للصراصير, يضمن لك جل ماكس فورس التخلص السريع والدائم من الصراصير دون عناء","https://tajagri.sa/products/ماكس-فورس-اس-سي-جل-لمكافحة-صراصير-20-جرام","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/c25039be-375c-44d6-a000-33de8dc8b713-thumbnail-1000x1000-70.jpg"
307,"تيبوشا مبيد فطري تيبوكونازول 25% لتر",86.25,SAR,"3100003","","اشتري الأن مبيد فطري تيبوكونازول25% لتر - مبيد يتميز بقدرته العلاجية والوقائية، ويتميز أيضًا بمكافحته للأمراض، مثل البياض الدقيقي، عفن الجذور، الذبول","https://tajagri.sa/products/تبوشا-تيبوكونازول-25-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/3aa4a1c0-31c4-4c69-b418-c5c4eb498c09-thumbnail-1000x1000-70.jpg"
308,"برل هيومس برو ( هيوميك ألماني محبب ) 20 كيلو",145.00,SAR,"Z.68552.1703081791809346","","برل هيومس برو هو هيوميك وفولفيك في صورة محببة بطيئة التحلل كسماد تأسيسي للتربة ( حمض الهيوميك 45 % وحمض الفولفيك 5 % ) مستخرج من فحم الليونارديت الطبيعي. وهو مادة بطيئة التحلل تستخدم للتأسيس قبل الزرا","https://tajagri.sa/products/برل-هيومس-برو-هيوميك-ألماني-محبب-20-كيلو-1","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/70df78d1-9950-4d92-a881-d39d89e46670-thumbnail-1000x1000.png"
309,"اميدابرايد 200اس ال حجم 1 لتر",86.25,SAR,"6285402339536","","مبيد اميدابرايد 200اس المبيد حشري جهازي على هيئة سائل مركز قابل للذوبان يعمل بالملامسة و عن طريق المعدة .","https://tajagri.sa/products/اميدابرايد-200اس-ال","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/99d056dd-86bd-4a67-8a19-e8f85f890197-thumbnail-1000x1000-70.webp"
310,"تاج بست 25-25-18 سطل 20 كجم",143.75,SAR,"6285402334593","","يتميز سماد معجون تاج بست بأنه يحتوى على نسبة من البوتاسيوم، والتي تعمل على زيادة نسبة السكريات والكربوهيدرات في الثمار, كما انه يتميز بدرجة حموضة منخفضة","https://tajagri.sa/products/تاج-بست-25-25-18-سطل-20-كجم","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/80e3bea4-2ebc-4c1e-b3bf-841cea0d55c5-thumbnail-1000x1000-70.jpg"
311,"كبريت تعفير الوطنية 25 كيلو",115.00,SAR,"Z.68552.16962811135309513","","يعتبر كبريت تعفير الوطنية من أفضل أنواع المبيدات الفطرية، والتي يستهدف مجموعة من الآفات، مثل البياض الدقيقي والعناكب، كما يعمل على الوقاية من الأمراض الفطرية","https://tajagri.sa/products/كبريت-تعفير-الوطنية","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ff8f27a8-e84a-41be-ac87-01706cc06edc-thumbnail-1000x1000-70.webp"
312,"مجموعة تقوية التربة",247.00,SAR,"Z.68552.16945038804607947","","مجموعة تقوية التربة تجربة متميزة في الزراعة | اختر مجموعة وشاهد الفارق الواضح في محصولك | شركة تاج الزراعية","https://tajagri.sa/products/مجموعة-تقوية-التربة","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/b13adc7b-45dd-40fe-ae91-39ee613bdf59-thumbnail-1000x1000.png"
313,"دلتامك 1.8% مبيد عناكب 250 مل",20.70,SAR,"3000089","","اشترِ دلتامك 1.8% مبيد عناكب بسعة 250 مل من شركة تاج الزراعية | حماية فعالة ضد الآفات الزراعية","https://tajagri.sa/products/دلتامك-18-مبيد-عناكب-250-مل","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/f56681d2-3988-44ae-88fe-2d8a07476987-thumbnail-1000x1000-70.jpg"
314,"تربة 80 لتر ( بوتنج سويل)",60.00,SAR,"1100109","","زِر شركة تاج الزراعية للحصول على بوتنج سويل 80 لتر , حماية للتربة الزراعية,الداخلية و الأشجار .قابل للخلط مع البرلايت والرمل","https://tajagri.sa/products/تربة-80-لتر-بوتنج-سويل","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/9b011529-cf46-485e-aea4-78e7fb97ddba-thumbnail-1000x1000-70.jpg"
315,"هايجرين مبيد فطري 500 ملجم",57.50,SAR,"6295402345659","","حماية نباتاتك بأمان مع هايجرين مبيد فطري 500 ملجم | شركة تاج الزراعية ,يقضي على فطريات التربة","https://tajagri.sa/products/هايجرين-مبيد-فطري-500-ملجم","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d1a2828c-fbb1-4d48-9057-6fa6d0b24111-thumbnail-1000x1000-70.webp"
316,"سايبر ماكس مبيد حشري 1 لتر",25.00,SAR,"6295402340135","","تجارب ناجحة مع سايبر ماكس مبيد حشري 1 لتر | شركة تاج الزراعية, حماية قوية ضد الآفات الزراعية ,يسيطر على العديد من فصائل الحشرات ومن أهمها الذبابة البيضاء","https://tajagri.sa/products/سايبر-ماكس-1-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/09e17578-aff9-4966-9379-d7f836b92330-thumbnail-1000x1000-70.jpg"
317,"بندالين مبيد اعشاب 5 لتر",230.00,SAR,"300030","","زِر شركة تاج الزراعية لاكتشاف بندالين مبيد اعشاب 5 لتر ,يتميز بطول فترة بقائه في التربة وانخفاض درجة تطايره . يعمل المبيد عن طريق تثبيط طور النمو في عملية الإنبات المبكر للأعشاب","https://tajagri.sa/products/بندالين-مبيد-اعشاب-5-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/3e653181-2d29-424d-a737-ec268e14e6fa-thumbnail-1000x1000-70.jpg"
318,"كوسا ساندي هجين باكت 1000 بذره",149.50,SAR,"6285402338546","","احصل الأن على بذور كوسا ساندي هجين باكت 1000 بذره | من شركة تاج الزراعية لتحسين إنتاج محاصيلك, جودة بذور ومحاصيل تثبت نفسها","https://tajagri.sa/products/كوسا-ساندي-هجين-باكت-1000-بذره","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/20f0f120-9108-407b-80e8-c725c84ab300-thumbnail-1000x1000-70.jpg"
319,"جران لار 18-18-5 حجم 25 ك",132.25,SAR,"6285402335873","","احمل مستقبل مزرعتك مع سماد 18 18 5 جران لار حجم 25 ك من شركة تاج الزراعية, زيادة في الإنتاجية وجودة المحاصيل - جودة تستحق التجربة.","https://tajagri.sa/products/جران-لار-18-18-5-حجم-25-ك","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/42bf76de-005e-4687-8da8-58356d706d7c-thumbnail-1000x1000-70.jpg"
320,"مابكو جران 12-12-17 وزن 25 ك",138.00,SAR,"6285402335453","","جرب الأن تجربة نمو نباتات رائعة مع سماد 12 12 17 مابكو جران وزن 25 ك | من شركة تاج الزراعية. زراعة ناجحة ومريحة تبدأ هنا","https://tajagri.sa/products/مابكو-جران-12-12-17-وزن-25-ك","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/781e5c46-d04a-4778-abd5-c976b03f3dc4-thumbnail-1000x1000-70.jpg"
321,"احماض امينية 50% حجم 20 ك",230.00,SAR,"6285402335187","","احصل على احماض امينية 80% حجم 20 ك | شركة تاج الزراعية لتحسين نمو نباتاتك بكفاءة","https://tajagri.sa/products/احماض-امينية-80-حجم-20-ك","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/26549125-ee97-4e82-bd19-623e368cc923-thumbnail-1000x1000-70.jpg"
322,"ذرة صفراء أمريكية",747.50,SAR,"6285402345964","","بذور ذرة صفراء , بنسبة نقاوة 99% و ونسبة إنبات 95 %, تجربة ذوق لا تُنسى اكتشف نكهة الزراعة الأمريكية عالية الجودة , بذور أعلاف |شركة تاج الزراعية","https://tajagri.sa/products/ذرة-صفراء-أمريكية","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/41ca124f-f719-4700-8b1a-8fd4cd41ba70-thumbnail-1000x1000-70.jpg"
323,"فلفل انهايم",161.00,SAR,"CAT015","","فلفل انهايم | شركة تاج الزراعية يقدم أفضل أنواع بذور فلفل لمزارعينا, حافظ على جودة محاصيلك","https://tajagri.sa/products/فلفل-انهايم","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/81edc63a-b68d-4b8e-88e0-f8c4176973c0-thumbnail-1000x1000-70.jpg"
324,"جزر نانتس هندي هجين400 جرام",69.00,SAR,"CAT017","","زريعة جزر تتميز بنحافة وبطول 18 إلى 20 سم وشكل أسطواني تمامًا مع أطراف غير حادة الجزر برتقالي جميل له نكهة حلوة","https://tajagri.sa/products/جزر-نانتس-ايطالي-450-جرام","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/f74a4154-ab6c-4276-8327-206b64f6adb3-thumbnail-1000x1000-70.jpg"
325,"بصل ابيض ايطالي 450 جرام",143.75,SAR,"6285402338263","","احصل على بصل ابيض ايطالي 450 جرام | شركة تاج الزراعية, جودة وفعالية في زراعتك","https://tajagri.sa/products/بصل-ابيض-ايطالي-450-جرام","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/48de7406-3cc7-43d2-a76c-8bfcc29a36c8-thumbnail-1000x1000-70.jpg"
326,"مابكو جرين مكس 20-20-20 حجم2كجم",34.50,SAR,"6295402345604","","مابكو جرين مكس 20-20-20 حجم2كجم | زِر شركة تاج الزراعية. الاستثمار الصحيح في الزراعة","https://tajagri.sa/products/مابكو-جرين-مكس-20-20-20-حجم2كجم","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/79aa5d9e-3b1d-4853-87c5-7966fed31003-thumbnail-1000x1000-70.jpg"
327,"بذور كزبرة  500 جرام",8.50,SAR,"Z.17828378150623255","","بذور كزبرة، ذور عالية الجودة تُعزز الحدائق المنزلية والمزارع بنكهتها الرائعة وتستخدم في تحضير العديد من الأطباق المشهية | بذور ورقيات، شركة تاج الزراعية","https://tajagri.sa/products/بذور-كزبرة-1-كيلو","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/0375182d-7968-4b0f-b332-cd47708eacd3-thumbnail-1000x1000-70.jpg"
328,"بذور كرات باكت 50 جرام",3.45,SAR,"Z.17828373145323524","","بذور كرات مصري عالي الجودة بنسبة إنبات 82% و نسبة نقاوة 99.7%, تغليف عالي الجودة للحفاظ على صلاحيتها, غير معدلة وراثيا أو كيميائيا","https://tajagri.sa/products/كرات-1-كيلو","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/308c8fe9-efb4-4244-aece-f7eb08503ec4-thumbnail-1000x1000-70.jpg"
329,"جرجير  باكت 50 جرام",3.00,SAR,"Z.17828370259801712","","بذور جرجير بنسبة نقاوة 90% و نسبة إنبات تصل الى 85% ذات أوراق عريضة, يمكن زراعتها في اي وقت على مدار العام, احصل عليها الان و زد من إنتاجية زراعتك","https://tajagri.sa/products/جرجير-1-كيلو","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d2b916a6-057a-4862-9333-6806d1b24851-thumbnail-1000x1000-70.jpg"
330,"مبيد كلير 100 اي سي لمكافحة الحشرات الطائرة والزاحفة  1 لتر",55.00,SAR,"Z.17778945148358006","","ﻛﻠري 100 اي يس ﻣﺒﻴﺪ ﺣرشي ﻣﺘﺨﺼﺺ علي ﻫﻴﺌﺔ ﻣﺮﻛﺰ ﻗﺎﺑﻞ ﻟﻼﺳﺘﺤﻼب (EC) ﻳﺤﺘﻮي علي ﻣﺎدة دلتا مثرين اﻟﻔﻌﺎﻟﺔ ﺑﻨﺴﺒﺔ 2.5%، ﻣﻦ ﻣﺠﻤﻮﻋﺔ اﻟﺒريﺛﺮوﻳﺪ. ﻳُﺴﺘﺨﺪم ﻟﻤﻜﺎﻓﺤﺔ اﻟﺤرشات اﻟﻄﺎﺋﺮة واﻟﺰاﺣﻔﺔ ﻣﺜﻞ اﻟﺬﺑﺎب، اﻟﺒﻌﻮض، الصراصير","https://tajagri.sa/products/مبيد-كلير-100-اي-سي-لمكافحة-الحشرات-الطائرة-والزاحفة-1-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/8b0bc064-8eaa-4d9e-b993-af93149e2c48-thumbnail-1000x1000-70.jpg"
331,"بوتنج سويل 80 لتر",54.00,SAR,"Z.17777998518016567","","هل تبحث عن تربة زراعية 80 لتر معقمة وغنية تساعد نباتاتك على النمو القوي والصحي؟ إليك بوتنج سويل 80 لتر من تاج الزراعية، المزيج المتوازن من الطحالب، البيرلايت، لحاء الصنوبر، والفيرميكوليت لتهوية ممتازة","https://tajagri.sa/products/بوتنج-سويل-80-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/b7b74e3f-178e-4015-a468-8c54d0685724-thumbnail-1000x1000-70.webp"
332,"سماد هيوماس برو 1 عبوة كيلو",74.00,SAR,"Z.17768803060406246","","اشتري سماد هيوماس برو 1 كيلو بأفضل سعر في السعودية. سماد عالي الجودة لتغذية النباتات. توصيل لجميع مناطق المملكة. تسوق الآن بأفضل سعر من تاج الزراعية.","https://tajagri.sa/products/سماد-هيوماس-برو-1-عبوة-كيلو","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/c241521b-1e83-4bff-8971-9450dcd583d8-thumbnail-1000x1000-70.webp"
333,"بوتنج سويل تربة زراعية 80 لتر",27.00,SAR,"Z.17768768359216332","","اشتري تربة بوتنج سويل زراعية 80 لتر عالية الجودة. مناسبة لجميع أنواع النباتات والزهور. غنية بالعناصر الغذائية. توصيل سريع للسعودية. تسوق الآن من تاج الزراعية.","https://tajagri.sa/products/بوتنج-سويل-تربة-زراعية-80-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/f36ecaa2-2de5-4b76-8f93-0a13a09d6fcd-thumbnail-1000x1000-70.jpg"
334,"بتموس 400 لتر ",80.00,SAR,"Z.17768764967506115","","اشتري تربة بتموس 400 لتر عالية الجودة. مناسبة للنباتات. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية. غنية بالعناصر الغذائية الأساسية لنمو النبات.","https://tajagri.sa/products/بتموس-400-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/376833de-d7be-4627-b92d-f122a7b3869e-thumbnail-1000x1000-70.webp"
335,"سماد عضوي أساس المزرعة 25 ك",10.00,SAR,"Z.17768738413591175","","سماد عضوي ومحسن تربة اساس المزرعة سماد ألبان الصافي هو اساس المزرعة 25 كيلو فهو يناسب جميع أنواع المحاصيل والزراعات، سواء كانت حقلية أو بستانية أو خضرية","https://tajagri.sa/products/سماد-عضوي-أساس-المزرعة-25-ك","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/a55bb0da-c2de-467a-98f6-0cf011577978-thumbnail-1000x1000-70.jpg"
336,"ليماكس 500مل- لامبادسيهاليوثرين 5%",35.00,SAR,"Z.1775060648713482","","تسوق مبيد نسخة من ليماكس 500 مل- لامبادسيهاليوثرين لمكافحة الآفات الزراعية. مبيد فعال وآمن. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية.","https://tajagri.sa/products/ليماكس-500مل-لامبادسيهاليوثرين-5-1","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/627f5fa7-6d64-4981-bef9-85a3089a0f90-thumbnail-1000x1000-70.jpg"
337,"بون اويل 965 اي سي زيت معدني لمكافحة الحشرات القشرية والعناكب",28.75,SAR,"Z.17675437528420112","","زيت البارافين 96.5% مبيد حشري عناكبي و يستخدم كمادة ناشرة و محسنة لمبيدات الأعشاب. يستخدم كزيت شتوي لمكافحة الحشرات ;كالحشرات القشرية والأطوار الساكنة للحشرات الاخرى. طريقة العمل: مبيد قراد ومبيدات حش","https://tajagri.sa/products/بون-اويل-965-اي-سي-زيت-معدني-لمكافحة-الحشرات-القشرية-والعناكب","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/a49ad4fb-7ca1-48f2-b7e3-48dfa0aaac71-thumbnail-1000x1000-70.jpg"
338,"شمام هجين لانا F1 باكت 1000 بذرة",230.00,SAR,"Z.17670000765749083","","اطلب بذور شمام هجين لانا F1 1000 بذرة للزراعة. بذور عالية الجودة والإنبات لجميع المحاصيل. مناسبة للزراعة المنزلية والحقول. توصيل للسعودية. تسوق من تاج الزراعية.","https://tajagri.sa/products/شمام-هجين-لانا-f1-باكت-1000-بذرة","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/46c3aa8a-c613-454d-b24c-4beadf22e3bf-thumbnail-1000x1000-70.jpg"
339,"فيلفيت فوستيل المنيوم 80% (1كيلو)",79.00,SAR,"Z.17669178970181992","","مبيد فيلفيت 80% WG (فوستيل الألمنيوم) الوصف: مبيد فطري جهازي حديث يحتوي على المادة الفعالة فوستيل الألمنيوم بنسبة 80%. يأتي على شكل حبيبات قابلة للانتشار في الماء (WG)، ويتميز بفعالية واسعة في مكافحة ","https://tajagri.sa/products/فيلفيت-فوستيل-المنيوم-80-1كيلو","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/f487fe44-e999-4bac-ae69-5d0409aec168-thumbnail-1000x1000-70.webp"
340,"بامية ثريا هجين هندي/200جرام",75.00,SAR,"Z.1763889428856901","","باميا ثريا - باميا هندي هجين F1 - صنف عالي الجودة إنتاج غزير - طعم ذو جودة عالية تعتبر باميا ثريا الهندية من أفضل أنواع الباميا التي تتم زراعتها في مناطق خاصة مثل الهند وبعض الدول الأخرى. تتميز باميا ","https://tajagri.sa/products/بامية-ثريا-هجين-هندي200جرام","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/39777b77-026b-49ef-92ed-9670862ec5f1-thumbnail-1000x1000-70.webp"
341,"دلتاثرين 25 اي سي 1 لتر",40.25,SAR,"Z.1763285338885369","","تسوق مبيد دلتاثرين 25 اي سي 1 لتر لمكافحة الآفات الزراعية والحشرات. مبيد فعال وآمن للمحاصيل. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية.","https://tajagri.sa/products/دلتاثرين-25-اي-سي-1-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/db1db4d0-5d8d-4e62-8905-2613b5c0882a-thumbnail-1000x1000-70.jpg"
342,"مانفيرت ايكو بورون 1 لتر",28.75,SAR,"Z.1762191134696815","","اشتري سماد مانفيرت ايكو بورون 1 لتر بأفضل سعر في السعودية. سماد عالي الجودة لتغذية النباتات. توصيل لجميع مناطق المملكة. تسوق الآن بأفضل سعر من تاج الزراعية.","https://tajagri.sa/products/مانفيرت-ايكو-بورون-1-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/4f1deb02-a504-4e1a-83f3-6136ede7c525-thumbnail-1000x1000-70.jpg"
343,"مانفيرت ايكو بورون 5 لتر",138.00,SAR,"Z.17621901203943348","","اشتري سماد مانفيرت ايكو بورون 5 لتر بأفضل سعر في السعودية. سماد عالي الجودة لتغذية النباتات. توصيل لجميع مناطق المملكة. تسوق الآن بأفضل سعر من تاج الزراعية.","https://tajagri.sa/products/مانفيرت-ايكو-بورون-5-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/dade5b55-006b-4b54-a8b8-e7428a9344be-thumbnail-1000x1000.png"
344,"تربة زراعية مخصبة 225 لتر",130.00,SAR,"Z.1761933348823402","","اشتري تربة زراعية مخصبة 225 لتر عالية الجودة. مناسبة للنباتات. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية. غنية بالعناصر الغذائية الأساسية لنمو.","https://tajagri.sa/products/تربة-زراعية-مخصبة-225-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/c722a95a-b5a4-4303-88d3-4323350662e9-thumbnail-1000x1000-70.jpg"
345,"مبيد سبيشياليست  اميدا كلوبرايد 70% حجم 500 جرام",100.00,SAR,"Z.17598509690086865","","تسوق مبيد سبيشياليست اميدا كلوبرايد 500 جرام لمكافحة الآفات الزراعية. مبيد فعال وآمن. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية.","https://tajagri.sa/products/مبيد-اسبيشياليست-اميدا-كلوبرايد-70","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ac90777d-6f0a-4fcd-a5a3-35b5523df5a1-thumbnail-1000x1000-70.webp"
346,"Magical Care – مجموعة العناية السحرية بالنبات",275.00,SAR,"Z.68552.1753972674705084","","تسوق نبات Magical Care –مجموعة العناية السحرية بال للمنزل والحديقة. نباتات طبيعية جميلة ومناسبة لجميع الأماكن. توصيل للسعودية. تسوق من تاج الزراعية.","https://tajagri.sa/products/magical-care-مجموعة-العناية-السحرية-بالنبات","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/111e41e6-501c-4b3e-b48a-82f63d66ab83-thumbnail-1000x1000.png"
