اسم المنتج,الوصف القصير,الوصف الكامل,السعر,العملة,الكمية,الصورة,التصنيف,الحالة,المتغر,الباركود,الوزن
"جرجير 1 كيلو","بذور جرجير بنسبة نقاوة 90% و نسبة إنبات تصل الى 85% ذات أوراق عريضة, يمكن زراعتها في اي وقت على مدار","بذور جرجير بنسبة نقاوة 90% و نسبة إنبات تصل الى 85% ذات أوراق عريضة, يمكن زراعتها في اي وقت على مدار العام, احصل عليها الان و زد من إنتاجية زراعتك",25.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/593eda4f-2d6f-48c9-a46c-8e61d45306e9-thumbnail-1000x1000-70.jpg","",1,"","5101000002",""
"ملوخية هندية","أحصل بزر الملوخية الهندية, تمتاز باوراق عريضة مع لون أخضر لامع, تتميز بإمكانية زراعتها في مختلف أنوا","أحصل بزر الملوخية الهندية, تمتاز باوراق عريضة مع لون أخضر لامع, تتميز بإمكانية زراعتها في مختلف أنواع التربة الزراعية وجميع أيام السنة, غير معدلة وراثيًا وغير معالجة كيميائيًا",20.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/01cd1d4b-1a9c-4d23-8eaa-6e962df477a0-thumbnail-1000x1000-70.jpeg","",1,"","5202400001",""
"مرشة صيني 2 لتر مخصصة للمبيدات الزراعة ومبيدات الصحة العامة والاسمدة و الماء","مرشة زراعية صينى عملية ذات سعة 2 لتر هي الخيار الأفضل وذلك لمكافحة آفات الصحة العامة ورش الأسمدة وال","مرشة زراعية صينى عملية ذات سعة 2 لتر هي الخيار الأفضل وذلك لمكافحة آفات الصحة العامة ورش الأسمدة والاعتناء بالنباتات في الحدائق وحدائق الخضروات والبساتين الزراعية",15.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d7022d61-5044-4c43-a8fb-cf6994559c53-thumbnail-1000x1000-70.jpeg","",1,"","4200019",""
"سماد عالي الفسفور 10-52-10","مركب سماد عالي الفسفور على شكل بودرة للرش الورقي من تاج الزراعية، يحتوي على عنصر الفسفور بنسبة عالية","مركب سماد عالي الفسفور على شكل بودرة للرش الورقي من تاج الزراعية، يحتوي على عنصر الفسفور بنسبة عالية | الأسمدة المركبة، شركة تاج الزراعية",34.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d06c79cd-d372-4aa5-81d6-0efc7ffbddde-thumbnail-1000x1000-70.jpeg","",1,"","1100031",""
"بذور فجل ابيض","بذور فجل ابيض ذو نمو خضري ووتدي جيد من تاج الزراعية، الأوراق ذات طعم جيد وكذلك الجذر الوتدي تؤكل طاز","بذور فجل ابيض ذو نمو خضري ووتدي جيد من تاج الزراعية، الأوراق ذات طعم جيد وكذلك الجذر الوتدي تؤكل طازجة,ذات نسبة إنبات عالية وسهلة الزراعة, نسبة نقاوتها 90%",5.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/f3332d7d-9046-4462-ba1e-9c90e7d35f8d-thumbnail-1000x1000-70.jpeg","",1,"","Z.68552.16002060682864726",""
"بذور البصل الابيض ( ايطالي )","البصل الأبيض الإيطالي محبوب لنكهته الطيبة واستخداماته. يتميز البصل الأبيض الإيطالي بحجمه الكبير وقشر","البصل الأبيض الإيطالي محبوب لنكهته الطيبة واستخداماته. يتميز البصل الأبيض الإيطالي بحجمه الكبير وقشرته الخارجية البيضاء ونسبة انباتة العالية",5.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/2e13a424-69ac-4701-93d0-af35605cab6a-thumbnail-1000x1000-70.jpeg","",1,"","Z.68552.16002058814701967",""
"بذور طماطم استرين بي 50 جرام","احصل على بذور طماطم استرين بي لتجربة زراعية ناجحة وتمتع بالطماطم الطازجة والمميزة في وجباتك المفضلة ","احصل على بذور طماطم استرين بي لتجربة زراعية ناجحة وتمتع بالطماطم الطازجة والمميزة في وجباتك المفضلة | بذور خضار، شركة تاج الزراعية",34.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/370ff5d4-2dc0-40ab-a9de-48843567e2c2-thumbnail-1000x1000-70.jpeg","",1,"","5101900003",""
"بذور فلفل كالفورنيا ( فلفل حلو )","فلفل كاليفورنيا هو نوع من الفلفل الحلو المحبوب لنكهته اللذيذة واستخدامه الواسع في الطهي. يتميز فلفل ","فلفل كاليفورنيا هو نوع من الفلفل الحلو المحبوب لنكهته اللذيذة واستخدامه الواسع في الطهي. يتميز فلفل كالفورنيا بإنتاج ثمار كبيرة عبوة 50 جرام, احصل عليها الان",26.45,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/a4106b3b-be04-4b9d-9623-9518ad1ce14c-thumbnail-1000x1000-70.jpeg","",1,"","5102200007",""
"فلفل كالفورنيا","يتميز فلفل كالفورنيا بقشرة سميكة لبّه سميكة وغير الحار، مما يجعله مثاليًا للاستخدام في السلطات والأط","يتميز فلفل كالفورنيا بقشرة سميكة لبّه سميكة وغير الحار، مما يجعله مثاليًا للاستخدام في السلطات والأطباق المشوية والمقبلات | بذور خضار، شركة تاج الزراعية",5.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/8049b866-e437-41c5-8238-a21bb7698938-thumbnail-1000x1000-70.jpeg","",1,"","5103700001",""
"بذور خيار بيتا الفا","تقاوي خيار بيتا الفا سهلة الزراعة ومناسبة للزراعة في الحدائق والأصص والمزارع. يمكن زراعة البذور في ا","تقاوي خيار بيتا الفا سهلة الزراعة ومناسبة للزراعة في الحدائق والأصص والمزارع. يمكن زراعة البذور في الربيع بعد انتهاء الخطر من الصقيع احصل عليها الان من شركة تاج الزراعية",5.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/212f9e2a-102b-4876-a2c5-c847711cb1c2-thumbnail-1000x1000-70.jpeg","",1,"","Z.68552.15999521313417144",""
"بذور ريحان","بذور ريحان للزراعية المكشوفة والمحمية كثافة عاليه ذات ريحه عطريه قويه","بذور ريحان للزراعية المكشوفة والمحمية كثافة عاليه ذات ريحه عطريه قويه",5.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/5462444b-c227-47dc-a122-ba9ce9c8cb72-thumbnail-1000x1000-70.jpeg","",1,"","Z.68552.15999508617747753",""
"سلفات البوتاسيوم  (محبب )51-0-0 وزن 25 كيلو","سماد بوتاسيوم سلفيت (سماد محبب) من تاج الزراعية، الذي يلعب دور في توفير عنصري الكبريت والبوتاسيوم.","سماد بوتاسيوم سلفيت (سماد محبب) من تاج الزراعية، الذي يلعب دور في توفير عنصري الكبريت والبوتاسيوم.",115.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/5f27d7d1-fcf4-468e-b9d2-959d594e8707-thumbnail-1000x1000-70.jpg","",1,"","1200100011",""
"مركب 10_52_10_Te","استمتع بتغذية متوازنة وتأثير مذهل مع اسمدة مركبة 10-52-10 TE، احصل عليه الآن وساهم في نمو وتطور النب","استمتع بتغذية متوازنة وتأثير مذهل مع اسمدة مركبة 10-52-10 TE، احصل عليه الآن وساهم في نمو وتطور النباتات بشكل استثنائي | الأسمدة المركبة، شركة تاج الزراعية",241.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/71b4ed45-5ff7-490e-ab6c-6d5522715dc8-thumbnail-1000x1000-70.jpeg","",1,"","1100038",""
"أحادي فوسفات الأمونيوم (0-61-12)","استمتع بتغذية فائقة الفعالية مع أحادي فوسفات الأمونيوم بنسبة 0-61-12، احصل عليه الآن وتحقق من أداء م","استمتع بتغذية فائقة الفعالية مع أحادي فوسفات الأمونيوم بنسبة 0-61-12، احصل عليه الآن وتحقق من أداء مذهل لنباتاتك | الأسمدة المركبة، شركة تاج الزراعية",207.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/8516dab5-4f6e-44db-8348-7e4840d5e6ef-thumbnail-1000x1000-70.jpeg","",1,"","1200100046",""
"مركب 20-20-20+TE","سماد مركب جرين ميكس 20-20-20+TE غني بالعناصر الكبرى والصغرى لتحسين نمو النباتات والإنتاج الزراعي من ","سماد مركب جرين ميكس 20-20-20+TE غني بالعناصر الكبرى والصغرى لتحسين نمو النباتات والإنتاج الزراعي من تاج الزراعية.",230.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/b6015b4a-a52b-45b1-a5a1-d89786cb2473-thumbnail-1000x1000-70.jpeg","",1,"","1100011",""
"زهرة كالاندولا بديلة الزعفران","اكتشف بذور كالاندولا بديلة الزعفران لإضافة لمسة جمالية مميزة للحدائق والزراعة المنزلية من متجر تاج ا","اكتشف بذور كالاندولا بديلة الزعفران لإضافة لمسة جمالية مميزة للحدائق والزراعة المنزلية من متجر تاج الزراعية.",5.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/c8749cdf-de5b-429b-bbc8-34e802f1929b-thumbnail-1000x1000-70.jpeg","",1,"","Z.68552.15996974267283792",""
"قرنفل","تسوق بذور زهرة قرنفل بألوان جميلة وجودة عالية مناسبة للحدائق والزينة المنزلية من متجر تاج الزراعية.","تسوق بذور زهرة قرنفل بألوان جميلة وجودة عالية مناسبة للحدائق والزينة المنزلية من متجر تاج الزراعية.",5.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/aabd73ff-2ecb-4aaf-a181-5ff1a10a2b4d-thumbnail-1000x1000-70.jpeg","",1,"","Z.68552.1599696933944277",""
"جهاز قياس ملوحة الماء والمحاليل TDS&amp;EC","احصل على جهاز قياس ملوحة الماء والمحاليل TDS&EC لقياس جودة المياه بدقة عالية من متجر تاج الزراعية.","احصل على جهاز قياس ملوحة الماء والمحاليل TDS&EC لقياس جودة المياه بدقة عالية من متجر تاج الزراعية.",60.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/0744a084-c733-45c4-912c-f187da0910fd-thumbnail-1000x1000-70.jpeg","",1,"","4200086",""
"شمام اناناس","اطلب بذور شمام اناناس بجودة ممتازة لإنتاج ثمار بطعم مميز ومناسبة للزراعة المنزلية والتجارية من تاج ا","اطلب بذور شمام اناناس بجودة ممتازة لإنتاج ثمار بطعم مميز ومناسبة للزراعة المنزلية والتجارية من تاج الزراعية.",23.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/9b99902d-8246-4477-b3ca-4127d93b0a14-thumbnail-1000x1000-70.jpeg","",1,"","5101800003",""
"بذور بطيخ شارلستون 50 جرام","بذور بطيخ شارلستون جراي عالية الإنبات لإنتاج ثمار كبيرة وجودة ممتازة من متجر تاج الزراعية.","بذور بطيخ شارلستون جراي عالية الإنبات لإنتاج ثمار كبيرة وجودة ممتازة من متجر تاج الزراعية.",19.55,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/5e280684-c1e7-4da4-838b-fcf85e328129-thumbnail-1000x1000-70.jpeg","",1,"","5100700002",""
"سماد ورقي 10-52-10","سماد ورقي 10-52-10 يحتوي على العناصر الكبرى الأساسية اللازمة لنمو وتطور النبات مع وجود تركيز للعناصر","سماد ورقي 10-52-10 يحتوي على العناصر الكبرى الأساسية اللازمة لنمو وتطور النبات مع وجود تركيز للعناصر الصغرى وتوفير كل احتياج النبات من العناصر | الأسمدة الزراعية شركة تاج الزراعية",35.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/05780ad7-8f88-4f8c-966d-35ab6861e68f-thumbnail-1000x1000-70.webp","",1,"","1100063",""
"مبيد حشري لديدان الثمار باشا 5%","مبيد باشا 5% فعال لمكافحة ديدان الثمار والآفات الزراعية وحماية المحاصيل بجودة موثوقة من تاج الزراعية","مبيد باشا 5% فعال لمكافحة ديدان الثمار والآفات الزراعية وحماية المحاصيل بجودة موثوقة من تاج الزراعية.",72.45,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/e707ac93-4e4d-48c5-8a52-f154c5dc6ea5-thumbnail-1000x1000.png","",1,"","3200049",""
"عالى النيتروجين 0-0-40","سماد نيتروجين سائل 0-0-40 عالي الجودة لدعم النمو الخضري وتحسين قوة النباتات والإنتاج الزراعي من تاج ","سماد نيتروجين سائل 0-0-40 عالي الجودة لدعم النمو الخضري وتحسين قوة النباتات والإنتاج الزراعي من تاج الزراعية.",160.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/a66ea1c3-d420-4f32-9044-cfb778c6a552-thumbnail-1000x1000-70.jpeg","",1,"","1100030",""
"معالج ملوحة 20 لتر","معالج ملوحة يساعد على تقليل تأثير الأملاح وتحسين جودة التربة ونمو النباتات من متجر تاج الزراعية.","معالج ملوحة يساعد على تقليل تأثير الأملاح وتحسين جودة التربة ونمو النباتات من متجر تاج الزراعية.",172.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/50816bd5-505a-42e5-bdbb-8de836d53abc-thumbnail-1000x1000-70.jpeg","",1,"","1100029",""
"كي اوثرين مبيد للصراصير والنمل والحشرات 50 جرام","كي أوثرين مبيد الصراصير والحشرات هو منتج فعال يستخدم لمكافحة الصراصير والحشرات الضارة كما يساعد القض","كي أوثرين مبيد الصراصير والحشرات هو منتج فعال يستخدم لمكافحة الصراصير والحشرات الضارة كما يساعد القضاء على والحشرات متوفر بحجم 50 مل | مبيدات حشرية، شركة تاج الزراعية",20.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/a9e3aae9-5810-439c-a49a-b4362231afc0-thumbnail-1000x1000-70.jpg","",1,"","3300013",""
"كي اوثرين مبيد للصراصير والنمل والحشرات","مبيد للصراصير والحشرات هو منتج فعال للتخلص من الصراصير والحشرات، يحتوي هذا المبيد على مادة فعالة تسا","مبيد للصراصير والحشرات هو منتج فعال للتخلص من الصراصير والحشرات، يحتوي هذا المبيد على مادة فعالة تساعد في قتل الحشرات | مبيدات حشرية، شركة تاج الزراعية",132.25,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d91c819a-ad34-4d14-b527-4f0dbfa70492-thumbnail-1000x1000-70.jpg","",1,"","3300014",""
"رت كيلر طعوم لينة لمكافحة الفئران","أكثر الطعوم جاذبية وفعالية لجميع أنواع القوارض من تاج الزراعية. الطعوم محضرة على صورة لينة جاهزة للإ","أكثر الطعوم جاذبية وفعالية لجميع أنواع القوارض من تاج الزراعية. الطعوم محضرة على صورة لينة جاهزة للإستخدام | مبيدات حشرية، شركة تاج الزراعية",24.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/20d6a97f-e739-466b-9582-3ad33c28097d-thumbnail-1000x1000-70.jpg","",1,"","3500005",""
"شبك ظل  عزل 80 %  طول 50 متر عرض 4 متر","شبك ظل زراعي من شبكات الظل المصممة لتوفير حماية فعالة من أشعة الشمس وتقليل الإشعاع الحراري. تُستخدم ","شبك ظل زراعي من شبكات الظل المصممة لتوفير حماية فعالة من أشعة الشمس وتقليل الإشعاع الحراري. تُستخدم هذه الشبكة على نطاق واسع في الزراعة | أكياس وخيوط، شركة تاج الزراعية",580.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/e718ee62-e7bc-4c81-a83e-2310f82dc90c-thumbnail-1000x1000-70.jpg","",1,"","4200176",""
"أكياس تعبئة شعير","أكياس مصنوعة خصيصًا لتعبئة وتخزين حبوب الشعير. تُستخدم هذه الأكياس في عمليات التخزين والتوزيع للحفاظ","أكياس مصنوعة خصيصًا لتعبئة وتخزين حبوب الشعير. تُستخدم هذه الأكياس في عمليات التخزين والتوزيع للحفاظ على جودة الشعير | أكياس وخيوط، شركة تاج الزراعية",1.06,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/6a8e10f2-4b5b-4fd6-bebd-a9f88b844a36-thumbnail-1000x1000-70.webp","",1,"","4200069",""
"مرشة كهرباء 20 لتر","تستخدم لرش المبيدات الزراعية أو الأسمدة أو المواد الحماية الأخرى على المحاصيل الزراعية يتميز استخدام","تستخدم لرش المبيدات الزراعية أو الأسمدة أو المواد الحماية الأخرى على المحاصيل الزراعية يتميز استخدام المرشة الكهربائية بسهولة التحكم | مرشات، شركة تاج الزراعية",172.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/fe527987-7282-4812-9bed-d890973bce0b-thumbnail-1000x1000-70.jpg","",1,"","4100031",""
"بذور بابايا رد ليدي 10 بذرة","احصل على بذور بابايا رد ليدي عالية الجودة لنمو نباتات صحية وغنية بالفيتامينات, هذه البذور هي نقطة ال","احصل على بذور بابايا رد ليدي عالية الجودة لنمو نباتات صحية وغنية بالفيتامينات, هذه البذور هي نقطة البداية لزراعة وتكاثر هذا النوع | بذور خضار، شركة تاج الزراعية",10.01,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/8547629b-fc65-488a-ae64-415dfd268910-thumbnail-1000x1000.png","",1,"","5200400001",""
"اكياس نخيل مقاس ٨٠×١٠٠","اكياس نخيل بمقاس 80x100 هي أكياس مُصنَّعة خصيصًا لتعبئة وتغليف ثمار النخيل، وهي شائعة الاستخدام في ا","اكياس نخيل بمقاس 80x100 هي أكياس مُصنَّعة خصيصًا لتعبئة وتغليف ثمار النخيل، وهي شائعة الاستخدام في القطاع الزراعي | مستلزمات زراعية، شركة تاج الزراعية",0.90,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/549e494c-705f-43be-a0b3-d933667a1a16-thumbnail-1000x1000.png","",1,"","4100004",""
"رشاش حدائق وملاعب نصف بوصة طويل","رشاش حدائق وملاعب نصف بوصة طويل ، تصفح تشكيلتنا المتنوعة واحصل على أداء ممتاز لرشاش في العناية بمساح","رشاش حدائق وملاعب نصف بوصة طويل ، تصفح تشكيلتنا المتنوعة واحصل على أداء ممتاز لرشاش في العناية بمساحاتك الخضراء ذات دقة وفعالية في الرش لمزيد من الجمال الخضري. | أدوات الري، شركة تاج الزراعية",10.01,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/4b044ec0-d076-40d1-957a-a6a283b23a5e-thumbnail-1000x1000-70.jpeg","",1,"","4200123",""
"بونيكام F1","بونيكام F1 هو نوعٌ من الهجين النباتي الذي ينتمي إلى فصيلة البنجر (الشمندر)، وهو نوع مميز من البنجر ذ","بونيكام F1 هو نوعٌ من الهجين النباتي الذي ينتمي إلى فصيلة البنجر (الشمندر)، وهو نوع مميز من البنجر ذي الجذر الصغير | بذور أعلاف، شركة تاج الزراعية",135.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/56cca5a7-3272-42d0-948f-71e8ce958e65-thumbnail-1000x1000-70.jpeg","",1,"","5201000002",""
"هيومك اسيد ذواب 25 كيلو","سماد هيومك اسيد البوتاسيوم، مركب قابل الذوبان في الماء ١٠٠ ٪، يستخدم لخفض القلوية وتحسين امتصاص جذور","سماد هيومك اسيد البوتاسيوم، مركب قابل الذوبان في الماء ١٠٠ ٪، يستخدم لخفض القلوية وتحسين امتصاص جذور النبات ويوفر البوتاسيوم | أسمدة مركبة، شركة تاج الزراعية",345.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/0586478b-09fd-4273-b627-37648be8a667-thumbnail-1000x1000-70.jpg","",1,"","1100043",""
"تربة زراعية بتموس 300 لتر","اشتري تربة زراعية بتموس 300 لتر عالية الجودة. مناسبة للنباتات. توصيل سريع للسعودية. تسوق الآن بأفضل ","اشتري تربة زراعية بتموس 300 لتر عالية الجودة. مناسبة للنباتات. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية. غنية بالعناصر الغذائية الأساسية لنمو.",138.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/fffc8ae9-3ef2-4993-953e-efa70e71549f-thumbnail-1000x1000-70.jpg","",1,"","2100001",""
"مضخة 150وات","مضخة 150 واط هي نوع من المضخات الكهربائية التي تستخدم لنقل وضخ السوائل مثل المياه أو السوائل الأخرى ","مضخة 150 واط هي نوع من المضخات الكهربائية التي تستخدم لنقل وضخ السوائل مثل المياه أو السوائل الأخرى | أجهزة الزراعة المائية، شركة تاج الزراعية",85.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/3685fc3d-434f-4fb1-aa0b-46974398a1b2-thumbnail-1000x1000-70.webp","",1,"","Z.68552.1609322434046428",""
"بيرلايت زراعي 100 لتر","البرلايت الزراعي من تاج الزراعية، وسط زراعي بديل التربة عبارة عن حبيبات بيضاء رمادية خفيفة الوزن تمت","البرلايت الزراعي من تاج الزراعية، وسط زراعي بديل التربة عبارة عن حبيبات بيضاء رمادية خفيفة الوزن تمتص الماء | أسمدة زراعية، شركة تاج الزراعية",45.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/1acfdf49-0ceb-4ee1-8cf6-bea78e267c12-thumbnail-1000x1000-70.jpg","",1,"","4200217",""
"بايكو 1 مبيد عضوي 500 مللي","بايكو 1 مبيد عضوي ، عبارة عن مستخلص نباتي المادة الفعالة ماترين ذات التأثير التلامسي، حيث تستخدم كما","بايكو 1 مبيد عضوي ، عبارة عن مستخلص نباتي المادة الفعالة ماترين ذات التأثير التلامسي، حيث تستخدم كمانع تغذية بعد الرش | مبيدات عضوية، شركة تاج الزراعية",85.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/fe0cf46b-bc44-470c-a79e-9e4a15fa84e4-thumbnail-1000x1000.png","",1,"","3200003",""
"حوض فراولة ابيض","حوض زراعة بلاستيك للفراولة يتميز بشكله العمودى وسهولة الاستخدام. كما يعمل على تقليل استهلاك الماء، و","حوض زراعة بلاستيك للفراولة يتميز بشكله العمودى وسهولة الاستخدام. كما يعمل على تقليل استهلاك الماء، وهو يتميز بخامة عالية الجودة ومقاوم للحرارة. احصل عليه الآن من تاج.",10.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/c1dfa3d3-a7f1-471b-ac29-021d69a07b16-thumbnail-1000x1000-70.webp","",1,"","4200098",""
"تربة زراعية مخصبة 300 لتر","تربة زراعية مخصبة 300 لتر من تاج الزراعية، يمكنك استعماله في الإستخدامات الزراعية المختلفة خاصة في ع","تربة زراعية مخصبة 300 لتر من تاج الزراعية، يمكنك استعماله في الإستخدامات الزراعية المختلفة خاصة في عملية تشتيل بذور الخضروات | أسمدة زراعية، شركة تاج الزراعية",165.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ca563a8e-8c35-4201-ab68-04c191d23195-thumbnail-1000x1000-70.jpg","",1,"","1238798",""
"تربة زراعية بيتموس  70 لتر ","اشتري تربة زراعية بيتموس 70 لتر عالية الجودة. مناسبة للنباتات. توصيل سريع للسعودية. تسوق الآن بأفضل ","اشتري تربة زراعية بيتموس 70 لتر عالية الجودة. مناسبة للنباتات. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية. غنية بالعناصر الغذائية الأساسية لنمو.",44.97,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ec47b086-94b0-48e7-82cd-80796f40d9b6-thumbnail-1000x1000-70.jpeg","",1,"","2100006",""
"سلفات بوتاسيوم ذواب","اجعل نباتاتك تتفوق مع سلفات البوتاسيوم للنبات. زيادة في النمو وجودة الثمار بفضل هذه التركيبة الفعّال","اجعل نباتاتك تتفوق مع سلفات البوتاسيوم للنبات. زيادة في النمو وجودة الثمار بفضل هذه التركيبة الفعّالة. اطلبها اليوم وشاهد الفارق.",115.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/cf66bdbb-7257-4358-a40a-b0bb79ee36a2-thumbnail-1000x1000-70.jpg","",1,"","1200100008",""
"أمينو بوتاسيوم (سماد عضوي ) 1 لتر","أمينو بوتاسيوم السماد السائل العضوي يحتوي على مزيج من الأحماض الأمينية والبوتاسيوم. يعتبر البوتاسيوم","أمينو بوتاسيوم السماد السائل العضوي يحتوي على مزيج من الأحماض الأمينية والبوتاسيوم. يعتبر البوتاسيوم عنصرًا غذائيًا أساسيًا للنمو | أسمدة عضوية، شركة تاج الزراعية",28.75,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/7b1f2810-e3ec-4075-8488-6c58d8e4a0ab-thumbnail-1000x1000.png","",1,"","1200100019",""
"بست سيلر (ألفا سايبرمثرين 10%) 1 لتر","إذا كنت تعاني من كثرة الحشرات في الجو والمزروعات، فعليك باستخدام مبيد حشري بايرثرويدي الفعال في القض","إذا كنت تعاني من كثرة الحشرات في الجو والمزروعات، فعليك باستخدام مبيد حشري بايرثرويدي الفعال في القضاء النهائي على العديد من الحشرات الطائرة والحشرات الزاحفة",50.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/5fcb327f-8efa-447a-ae96-fca087804778-thumbnail-1000x1000-70.webp","",1,"","6285402339703",""
"افيتال 50% مبيد حشري حجم 1 كيلو","احصل على مبيد حشري بودرة من تاج الزراعية، للقضاء على العديد من الحشرات التي تسبب الضرر للمحاصيل الزر","احصل على مبيد حشري بودرة من تاج الزراعية، للقضاء على العديد من الحشرات التي تسبب الضرر للمحاصيل الزراعية ومنها الذبابة البيضاء وحشرات صانعات الأنفاق",130.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/0a57eee9-ae26-4448-996c-f4fe0f3a7afb-thumbnail-1000x1000-70.jpg","",1,"","6295402340845",""
"خيط لبانة 3 كيلو","احصل الآن على أقوى أنواع خيوط التعليق الزراعي خيط لبانة المميز ومتعدد الاستخدامات من تاج الزراعية، س","احصل الآن على أقوى أنواع خيوط التعليق الزراعي خيط لبانة المميز ومتعدد الاستخدامات من تاج الزراعية، سهولة كبيرة في التحكم والاستخدام حسب الرغبة",40.25,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/26503e73-e800-4fda-a430-e5adf268361e-thumbnail-1000x1000-70.webp","",1,"","6295402345314",""
"رجلة مصرية - 1كجم","إذا كنت تبحث عن بذور رجلة مصرية بوزن 1 كيلو جرام لزراعتها في أرضك الزراعية فإنه يمكنك الحصول عليها ا","إذا كنت تبحث عن بذور رجلة مصرية بوزن 1 كيلو جرام لزراعتها في أرضك الزراعية فإنه يمكنك الحصول عليها الآن وشرائها من متجرنا حيث نوفر بذور عالية الجودة وبأسعار تنافسية، لا تفوت فرصة الشراء.",34.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ae1f94f9-9b2a-42de-b5ec-63bc626b8aa0-thumbnail-1000x1000-70.jpg","",1,"","6285402337501",""
